longitude,latitude,start_date,end_date,label,cube,time_series
-55.04313938,-18.00996166,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-55.04152241,-18.0975474,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-55.03774949,-18.95696563,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-55.03559353,-17.33865064,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-55.03451555,-18.61228205,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-55.03262909,-17.42461942,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-55.0272392,-17.10311238,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-55.0172679,-17.81888999,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-55.01376447,-18.87288332,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-55.01268649,-17.36263566,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-55.00918306,-18.93702303,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-55.00136772,-17.33757267,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.98708451,-18.82976418,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.98412007,-18.80200624,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.97873017,-17.84961238,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.96579443,-17.51085768,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.95878758,-18.40531021,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.95582314,-17.89138404,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.95312819,-17.57688386,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.93830599,-17.34026761,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-54.93695851,-17.99945137,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.93695851,-18.62548729,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.92051934,-18.60770065,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.91971086,-18.26247808,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.90461916,-17.71675155,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-54.90030725,-18.3562622,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-54.89356989,-17.14542303,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.89195292,-18.57670877,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.88494606,-17.13841617,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.87982566,-18.64057899,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.87820869,-18.80173675,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.87335779,-17.68575967,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.86931537,-18.23579812,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-54.86823739,-18.92112285,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.86769841,-18.4557057,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.86419498,-18.97502177,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.86150003,-17.121977,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.86069155,-18.05442826,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.85961357,-17.05756779,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.8582661,-18.5998853,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-54.85233721,-17.06241869,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.84506086,-17.5149001,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.8431744,-17.83532916,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.84047945,-17.87224992,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.83913198,-18.74541238,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.83751501,-18.04391797,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.83562855,-17.07238999,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.83482007,-17.27558891,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.82943017,-18.20507574,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.82943017,-18.71226454,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.81999786,-18.77370931,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.80409768,-17.97438837,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-54.80167223,-17.20929324,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.79709082,-18.27864776,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.79223992,-18.06601653,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.78711952,-18.21235209,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.78172963,-17.64614397,2018-01-01,2018-12-19,CANA,pantanal,
-54.78172963,-18.72789523,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.7784957,-17.03951165,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.7782262,-17.95498476,2018-01-01,2018-12-19,AFLORAMENTO ROCHOSO,pantanal,
-54.77175833,-18.82464379,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.77148884,-18.05927916,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.77148884,-18.8038927,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.77094985,-17.34808295,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.76502097,-18.74837682,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.76394299,-18.81197754,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.75963108,-17.18476924,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.7582836,-18.5901835,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.75181573,-18.291314,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.74992927,-17.53322573,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.7485818,-18.02640083,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-54.74103595,-17.17237248,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.74076646,-18.05631472,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.73537656,-17.13464324,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.72675274,-17.3556288,2018-01-01,2018-12-19,LAVOURA PERENE,pantanal,
-54.72594425,-18.61740245,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.71004407,-17.22465443,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.70438469,-18.14929036,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.70249822,-18.913577,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.70142025,-18.18567213,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.69468288,-17.21872555,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.69441339,-18.78044667,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.69306591,-17.79840841,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.69198794,-18.60770065,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.69037097,-17.67497989,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.68659804,-18.48885353,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.68066916,-18.85024577,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.67851321,-17.58712465,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.67527927,-17.0174131,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.6736623,-18.58910552,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.66665545,-17.13922465,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.66180454,-18.90441418,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.65830111,-17.67228494,2018-01-01,2018-12-19,FLORESTA PLANTADA,pantanal,
-54.6488688,-18.15818368,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.64806032,-18.12530534,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.64617386,-17.70273783,2018-01-01,2018-12-19,"RIO, LAGO E OCEANO",pantanal,
-54.63296862,-18.37970823,2018-01-01,2018-12-19,"RIO, LAGO E OCEANO",pantanal,
-54.63135165,-18.04957736,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.6291957,-18.661330070000002,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.6240753,-17.48633368,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.62030238,-18.12341888,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.62030238,-18.52685227,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.61464299,-17.68818512,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.61140906,-18.70687465,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.60736664,-17.12763638,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.60521068,-17.68198675,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.60197674,-18.07194541,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.59739534,-18.65162826,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.58823252,-18.45435823,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.58661555,-18.87908169,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-54.58580707,-18.01993296,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.58041718,-17.48336924,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.57799173,-17.97492736,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.57772223,-18.06709451,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.57583577,-17.12440245,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.5744883,-18.3314687,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.55535418,-18.61551599,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.55535418,-18.94160444,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.54403541,-17.3410761,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.5397235,-17.35724577,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.53918451,-17.4157261,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.53756754,-17.59682646,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.53595057,-17.11793458,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.5246318,-17.19015913,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.52085887,-17.97492736,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.51654696,-17.92345389,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.51250454,-18.14390046,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.51223505,-17.93962357,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.50738415,-18.29293097,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.50064678,-17.93477267,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.4998383,-18.33227718,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.49202295,-18.32446184,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.49121447,-18.63545859,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.48717205,-18.86156454,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.47935671,-18.92732122,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.47288884,-17.03600822,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.4696549,-18.8189844,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-54.44836483,-18.61928891,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.44459191,-18.42525281,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.44216646,-18.64030949,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.43596808,-17.41896003,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.43462061,-17.34835245,2018-01-01,2018-12-19,LAVOURA TEMPORÁRIA,pantanal,
-54.43462061,-18.66321653,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-54.4297697,-17.08775118,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.42384082,-18.69636436,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-54.41548649,-17.50600678,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.41548649,-18.53790155,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.41467801,-18.16815498,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.4100966,-17.79652194,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-54.3850336,-18.89821581,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.38126068,-18.17731779,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.3801827,-18.3859066,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.37452331,-18.84701184,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-54.37398433,-17.54535299,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-54.36859443,-17.2265409,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-57.3963661,-17.20794577,2018-01-01,2018-12-19,"RIO, LAGO E OCEANO",pantanal,
-57.39582711,-17.07535443,2018-01-01,2018-12-19,"RIO, LAGO E OCEANO",pantanal,
-57.39205419,-17.84287501,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.39070671,-17.00420786,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-57.38855076,-17.5846992,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.38747278,-17.320864,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.38747278,-17.7639131,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.3863948,-17.62754884,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.38477783,-18.33928404,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.38423884,-18.5052927,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.38316086,-18.19483494,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.38208289,-17.85796671,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.3815439,-18.13042574,2018-01-01,2018-12-19,"RIO, LAGO E OCEANO",pantanal,
-57.38046592,-18.91519397,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-57.37992693,-17.50465931,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.37507603,-17.81727303,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-57.37453704,-17.04921346,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.37238108,-17.03385227,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.36806917,-18.12072393,2018-01-01,2018-12-19,"RIO, LAGO E OCEANO",pantanal,
-57.36591321,-18.59072249,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.36321826,-17.06080173,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.3564809,-18.67588278,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.35594191,-18.11829848,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.35513343,-18.17408386,2018-01-01,2018-12-19,"RIO, LAGO E OCEANO",pantanal,
-57.35486393,-18.74999379,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.35351646,-18.48346364,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-57.35216899,-17.92668783,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.35001303,-17.52217646,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.34920455,-17.0422066,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.34731808,-18.74325642,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.3467791,-18.50098079,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.34516213,-17.33299126,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-57.34327567,-18.73705805,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.33923325,-18.16141761,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.33438234,-17.4601927,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.3314179,-18.25924415,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.32818397,-17.81888999,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.32764498,-17.01283169,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.32629751,-17.98382068,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.32387206,-17.82401039,2018-01-01,2018-12-19,"RIO, LAGO E OCEANO",pantanal,
-57.32360256,-18.19860787,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.32198559,-17.39470552,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.32117711,-17.49253205,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.31794317,-18.86021707,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.31309227,-17.66554758,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.31255328,-18.82060137,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.30878036,-17.06295768,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.30042603,-17.80703223,2018-01-01,2018-12-19,"RIO, LAGO E OCEANO",pantanal,
-57.30042603,-18.14470895,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.29773108,-17.67120696,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.28749029,-18.31017862,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.28344787,-18.91815841,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.28263938,-17.80298981,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.28075292,-18.73813602,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.27805798,-17.81269162,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.27132061,-17.66069667,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.27105112,-18.69744234,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.26970364,-17.3308353,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.26781718,-18.30694469,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.26781718,-18.82060137,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.26727819,-18.47457032,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.26646971,-17.66743404,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.26566123,-17.36452212,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.26107982,-17.23408674,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.26054083,-18.34790787,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.25919336,-18.49181797,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.25757639,-17.10149541,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.25488144,-17.20255588,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.25110852,-17.6442575,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.24437115,-18.24549992,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.24410166,-17.67821382,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.24383216,-17.94339649,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.24329317,-18.05604523,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.24275419,-18.06844198,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.2422152,-17.06430516,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.2422152,-17.37907483,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.2419457,-17.74774342,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.24167621,-18.81197754,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-57.24140671,-17.19312357,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-57.23978974,-18.30074631,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.23952025,-18.05847068,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.23952025,-18.32284487,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.23898126,-17.833173210000002,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-57.23844227,-17.17964884,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.23439985,-17.05244739,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.23035743,-17.14757898,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-54.35970111,-17.49630498,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-57.22820148,-17.43216526,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.22577603,-18.50933512,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.20852837,-17.34969992,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.20367747,-17.53619017,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.2020605,-18.82545227,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.19963505,-17.77684884,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.19936556,-17.08936815,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.19478415,-18.66725895,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.19424516,-18.23283368,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.1920892,-18.92489577,2018-01-01,2018-12-19,PASTAGEM,pantanal,
-57.19155021,-18.71657646,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-57.19020274,-17.21225768,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.18993325,-17.13437375,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-57.18966375,-17.86147014,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.1875078,-18.83919649,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.18454335,-17.54373602,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.1821179,-17.95983566,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.1821179,-18.46244306,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.18157891,-18.95211473,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.1724161,-17.60221635,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.16675671,-18.72358332,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.16271429,-17.37152898,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-57.16136682,-18.67264884,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.16055834,-18.33955353,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.16028884,-17.09502754,2018-01-01,2018-12-19,FORMAÇÃO SAVÃNICA,pantanal,
-57.16001935,-17.25214288,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.15813289,-17.82158494,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.15786339,-17.37341545,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.15139552,-17.85095985,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.15058704,-18.82194884,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.14816159,-17.90512826,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.14465816,-17.81511707,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.13792079,-17.69249703,2018-01-01,2018-12-19,"RIO, LAGO E OCEANO",pantanal,
-57.13792079,-18.3514113,2018-01-01,2018-12-19,CAMPO ALAGADO E ÁREA PANTANOSA,pantanal,
-57.13576483,-18.66591148,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.12821899,-17.49792194,2018-01-01,2018-12-19,FORMAÇÃO CAMPESTRE,pantanal,
-57.12794949,-18.48103819,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
-57.12714101,-17.92210642,2018-01-01,2018-12-19,FORMAÇÃO FLORESTAL,pantanal,
